Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Cost_Per_Unit_Carbon|Environmental_Impact_Score|Recyclable_Status|Stock_Alert_Level|Supply_Reliability_Index
M302|Super-Fromage liquide|Ingrédient|339.4|433|SUPPLIER_16|144512.6|0.71|605.9|Oui|Normal|5.47
M007|Ultra-Beurre enrichi|Produit laitier|220.15|618|SUPPLIER_60|151730.77|0.17|2007.0|Oui|Normal|9.09
M456|Bio-Amidon en poudre|Produit laitier|400.88|168|SUPPLIER_52|65176.14|1.02|699.0|Oui|Faible|4.73
M278|Bio-Chocolat enrichi|Ingrédient|180.62|180|SUPPLIER_19|33564.01|0.86|315.5|Oui|Faible|8.21
M323|Bio-Sirop concentré|Ingrédient|404.7|859|SUPPLIER_48|342781.22|0.41|1061.8|Non|Élevé|11.07
M457|Eco-Fromage naturel|Ingrédient|401.02|901|SUPPLIER_66|338794.69|0.47|993.5|Non|Élevé|5.2
M076|Ultra-Sel concentré||934.63|60|SUPPLIER_72|38827.45|1.49|2116.67|Non|Critique|1.83
M082|Super-Sucre enrichi|Produit laitier|152.9|1020|SUPPLIER_74|143418.46|0.09|2868.0|Non|Élevé|6.09
M284|Super-Beurre liquide|Produit laitier|492.78|348|SUPPLIER_54|148018.89|0.82|1029.0|Oui|Faible|3.71
M011|Premium-Sucre naturel|Produit laitier|152.62|491|SUPPLIER_68|107065.47|0.14|1881.0|Oui|Normal|3.35
M233|Super-Lait naturel|Produit laitier|331.62|497|SUPPLIER_10|154468.33|0.42|1293.0|Oui|Normal|9.53
M407|Super-Sirop concentré|Produit laitier|101.83|691|SUPPLIER_81|89622.87|0.06|2559.0|Non|Élevé|5.6
M460|Ultra-Lait enrichi|Produit laitier|369.74|650|SUPPLIER_42|279098.76|0.27|2247.0|Oui|Élevé|4.69
M376|Ultra-Crème enrichi|Produit laitier|361.67|743|SUPPLIER_12|234664.99|0.29|1989.0|Oui|Normal|20.76
M395|Bio-Arôme liquide|Produit laitier|69.92|199|SUPPLIER_15|13632.45|0.2|621.0|Oui|Faible|6.16
M110|Eco-Arôme naturel|Ingrédient|228.45|204|SUPPLIER_14|46179.82|0.98|254.8|Oui|Faible|24.59
M415|Eco-Beurre liquide|Produit laitier|235.2|543|SUPPLIER_38|120265.68|0.25|1632.0|Non|Normal|4.31
M347|Premium-Amidon enrichi|Produitc|851.87|410||33900.31|11.7|700.12|Non|Normal|16.5
M302|Super-Chocolat liquide|Ingrédient|299.37|425|SUPPLIER_16|145993.43|0.71|605.9|Oui|Normal|5.47
M041|Eco-Amidon enrichi|Ingrédient|320.51|130|SUPPLIER_25|51943.6|2.32|287.2|Non|Faible|9.08
M015|Ultra-Lait naturel|Produit laitier|214.23|182|SUPPLIER_74|44414.61|0.46|726.0|Oui|Faible|6.3
M015|Bio-Arôme en poudre|Ingrédient|151.2|936|SUPPLIER_66|150115.23|0.19|999.4|Oui|Élevé|6.17
M3i|Ultra-Chocolat enrichi||288.57|423|SUPPLIER_73|1350.58|0.99|743.29|Non|Normal|53.29
M447|Ultra-Beurre liquide|Produit laitier|225.05|235|SUPPLIER_74|56264.41|0.39|843.0|Oui|Faible|10.19
M495|Super-Amidon liquide|Produit laitier|179.16|501|SUPPLIER_31|92076.4|0.19|1596.0|Oui|Normal|3.04
M399|Ultra-Arôme naturel|Ingrédient|191.71|524|SUPPLIER_72|73310.67|0.42|572.9|Oui|Normal|5.61
M192|Super-Lait liquide|Ingrédient|286.33|917|SUPPLIER_76|244961.82|0.38|967.1|Non|Élevé|5.23
M095|Super-Lait enrichi|Ingrédient|201.82|160|SUPPLIER_42|34553.86|1.11|311.4|Non|Faible|8.25
M218|Super-Sucre en poudre|Ingrédient|314.51|1004|SUPPLIER_70|300259.98|0.31|1090.4|Oui|Élevé|11.04
M119|Bio-Chocolat liquide|Produit laitier|71.66|373||40006.63|0.22|1953.84|Non|Normal|3.53
M233|Super-Sucre naturel|Produit laitier|388.69|912|SUPPLIER_41|368399.14|0.23|2853.0|Oui|Élevé|3.88
M140|Premium-Crème enrichi|Produit laitier|305.07|266|SUPPLIER_37|95629.35|0.49|957.0|Oui|Normal|8.31
M197|Super-Sucre concentré|Ingrédient|311.94|651|SUPPLIER_57|192624.1|0.54|691.6|Non|Normal|10.01
M035|Ultra-Sirop naturel|Ingrédient|470.96|660|SUPPLIER_69|335356.81|0.58|908.8|Non|Élevé|5.32
M380|Eco-Amidon liquide|Ingrédient|470.68|840|SUPPLIER_78|438612.25|0.51|1068.3|Non|Élevé|5.11
M155|Premium-Chocolat concentré|Ingrédient|422.52|255|SUPPLIER_55|134488.98|1.48|418.2|Non|Normal|7.21
M350|Bio-Sucre en poudre|Produit laitier|458.7|530|SUPPLIER_83|214120.37|0.5|1416.0|Oui|Normal|7.76
M0x|Ultra-Crème concentré||880.31|103||5146.26|0.48|2375.75|Non|Critique|0.76
M223|Eco-Lait enrichi|Ingrédient|150.79|605|SUPPLIER_66|96263.21|0.24|783.4|Non|Normal|5.55
M350|Ultra-Crème concentré|Ingrédient|383.82|223|SUPPLIER_15|103915.13|1.41|349.9|Non|Faible|9.27
M412|Super-Lait enrichi|Ingrédient|191.25|836|SUPPLIER_71|175617.68|0.21|1060.3|Oui|Élevé|7.75
M249|Premium-Crème en poudre|Produit laitier|487.56|758|SUPPLIER_7|299465.35|0.39|1986.0|Oui|Normal|5.78
M343|Bio-Sirop naturel|Produit laitier|399.49|841|SUPPLIER_16|388675.62|0.24|2793.0|Non|Élevé|3.89
M283|Bio-Chocolat concentré|Ingrédient|138.77|394|SUPPLIER_28|67486.79|0.32|540.8|Non|Normal|22.09
M462|Bio-Beurre enrichi|Ingrédient|277.18|419|SUPPLIER_50|132911.15|0.56|616.2|Oui|Normal|6.03
M076|Eco-Arôme en poudre||1023.33|52|SUPPLIER_72|36348.67|1.49|2116.67|Non|Critique|1.83
M134|Premium-Fromage enrichi|Produit laitier|307.94|786|SUPPLIER_20|267101.49|0.17|2733.0|Oui|Élevé|20.55
M269|Eco-Fromage naturel|Produit laitier|331.85|133|SUPPLIER_26|56684.66|1.26|495.0|Non|Faible|8.45
M067|Bio-Sirop en poudre|Ingrédient|403.08|1066|SUPPLIER_25|393254.6|0.38|1101.8|Non|Élevé|21.01
M492|Bio-Chocolat concentré|Produit laitier|467.73|584|SUPPLIER_52|286723.76|0.35|2037.0|Oui|Normal|2.79
M101|Bio-Amidon naturel|Ingrédient|159.7|957|SUPPLIER_52|129717.9|0.19|949.4|Oui|Élevé|6.78
M421|Super-Sirop en poudre||223.33|92||1947.09|1.22|1887.67|Non|Critique|6.06
M218|Super-Amidon naturel|Ingrédient|314.73|1135|SUPPLIER_70|272862.99|0.31|1090.4|Oui|Élevé|11.04
M001|Premium-Chocolat liquide|Produit laitier|289.53|99|SUPPLIER_12|31919.58|1.2|375.0|Oui|Faible|24.17
M347|Ultra-Beurre enrichi|Produitc|902.6|461||40150.53|11.7|700.12|Non|Normal|16.5
M150|Bio-Lait liquide|Produit laitier|368.8|798|SUPPLIER_13|226796.31|0.25|2184.0|Oui|Normal|4.05
M051|Premium-Crème concentré|Ingrédient|285.95|459|SUPPLIER_55|154926.07|0.52|666.1|Non|Normal|6.81
M095|Ultra-Sucre concentré|Produit laitier|226.99|308|SUPPLIER_26|67638.21|0.4|927.0|Oui|Faible|8.37
M495|Bio-Crème en poudre|Produit laitier|137.47|693|SUPPLIER_30|108618.71|0.1|2241.0|Non|Élevé|7.35
M410|Bio-Lait liquide|Produit laitier|229.19|803|SUPPLIER_3|175171.86|0.15|2358.0|Non|Élevé|5.65
M041|Ultra-Crème en poudre|Ingrédient|345.5|136|SUPPLIER_25|50139.5|2.32|287.2|Non|Faible|9.08
M076|Eco-Beurre en poudre|Produit laitier|205.89|87|SUPPLIER_40|22543.26|1.03|468.0|Non|Faible|6.72
M148|Bio-Lait liquide|Ingrédient|431.79|598|SUPPLIER_30|246706.75|0.76|801.2|Oui|Normal|3.69
M278|Premium-Beurre liquide|Produit laitier|337.96|397|SUPPLIER_67|146165.18|0.36|1410.0|Non|Normal|7.77
M448|Ultra-Chocolat liquide|Produit laitier|258.03|833|SUPPLIER_51|203635.85|0.14|2598.0|Non|Élevé|6.15
M070|Ultra-Sirop concentré|Produit laitier|125.68|280|SUPPLIER_26|32973.75|0.21|984.0|Oui|Faible|3.8
M227|Ultra-Sirop liquide|Ingrédient|271.21|895|SUPPLIER_10|277274.49|0.3|1097.0|Oui|Élevé|11.03
M500|Eco-Beurre en poudre|Ingrédient|251.62|610|SUPPLIER_39|183936.04|0.35|823.8|Oui|Élevé|8.08
M126|Premium-Crème naturel|Produit laitier|364.97|161|SUPPLIER_8|63874.95|1.08|552.0|Oui|Faible|8.05
M238|Premium-Lait naturel|Ingrédient|219.34|679|SUPPLIER_70|163891.57|0.29|959.3|Non|Élevé|3.81
M131|Ultra-Fromage naturel|Ingrédient|97.54|510|SUPPLIER_12|44054.93|0.2|512.2|Non|Normal|22.21
M022|Eco-Fromage en poudre|Ingrédient|292.64|353|SUPPLIER_49|98996.31|0.86|477.5|Oui|Normal|5.58
M064|Bio-Beurre liquide|Ingrédient|328.18|478|SUPPLIER_56|128740.67|0.68|623.8|Non|Normal|4.68
M271|Bio-Amidon naturel|Produit laitier|399.62|646|SUPPLIER_83|214738.88|0.31|1878.0|Oui|Normal|7.48
M381|Bio-Amidon concentré|Ingrédient|280.03|275|SUPPLIER_80|96490.16|0.86|513.0|Oui|Normal|5.03
M225|Bio-Chocolat liquide|Ingrédient|329.34|672|SUPPLIER_68|265811.28|0.54|759.7|Oui|Normal|21.48
M158|Ultra-Sel concentré|Ingrédient|456.01|836|SUPPLIER_33|481014.23|0.47|1118.4|Non|Élevé|9.35
M291|Ultra-Lait naturel|Produit laitier|189.66|773|SUPPLIER_26|136543.27|0.15|2133.0|Non|Normal|3.25
M247|Super-Sucre en poudre|Ingrédient|143.0|259|SUPPLIER_71|45383.21|0.52|363.3|Oui|Normal|13.3
M388|Eco-Fromage liquide|Produit laitier|514.11|760|SUPPLIER_30|383365.8|0.34|2217.0|Non|Élevé|6.25
M488|Premium-Fromage liquide|Produit laitier|399.98|575|SUPPLIER_37|280083.03|0.34|1872.0|Oui|Normal|9.15
M259|Eco-Sirop concentré|Ingrédient|148.62|190|SUPPLIER_17|34591.09|0.73|351.0|Non|Faible|7.26
M0p|Ultra-Crème naturel||157.29|471|SUPPLIER_5|10524.75|0.48|791.29|Non|Normal|8.84
M451|Super-Fromage enrichi|Ingrédient|311.75|496|SUPPLIER_42|203181.39|0.61|687.7|Non|Normal|5.8
M408|Super-Lait naturel|Produit laitier|195.84|264|SUPPLIER_10|46753.66|0.38|876.0|Non|Faible|4.48
M083|Premium-Arôme concentré|Ingrédient|477.52|348|SUPPLIER_44|182130.39|1.23|464.5|Non|Normal|12.53
M488|Super-Arôme en poudre|Produit laitier|379.36|579|SUPPLIER_37|252155.81|0.34|1872.0|Oui|Normal|9.15
M018|Eco-Fromage enrichi|Produit laitier|128.98|606|SUPPLIER_19|86570.88|0.12|1920.0|Oui|Normal|2.85
M227|Super-Arôme concentré|Ingrédient|282.42|1012|SUPPLIER_10|310103.46|0.3|1097.0|Oui|Élevé|11.03
M011|Bio-Lait enrichi|Produit laitier|176.04|604|SUPPLIER_68|107300.87|0.14|1881.0|Oui|Normal|3.35
M167|Bio-Fromage en poudre|Ingrédient|409.42|141|SUPPLIER_66|47977.6|3.54|186.0|Non|Faible|13.89
M017|Premium-Chocolat liquide|Ingrédient|309.55|138|SUPPLIER_17|46156.73|2.46|175.2|Non|Faible|17.58
M232|Super-Crème naturel|Ingrédient|146.57|766|SUPPLIER_53|131970.9|0.14|1110.1|Oui|Élevé|5.06
M236|Ultra-Sel en poudre|Ingrédient|365.35|311|SUPPLIER_80|130792.61|0.88|501.8|Oui|Normal|6.58
M422|Ultra-Amidon en poudre|Ingrédient|505.49|254|SUPPLIER_41|138442.31|1.66|345.1|Oui|Faible|11.89
M005|Eco-Sucre liquide|Produit laitier|860.01|714|SUPPLIER_63|254522.23|0.72|1994.15|Non|Normal|1.02
M026|Premium-Crème en poudre|Produit laitier|102.28|494|SUPPLIER_28|50488.79|0.1|1536.0|Non|Normal|11.0
M407|Bio-Arôme en poudre|Produit laitier|95.67|765|SUPPLIER_81|83039.05|0.06|2559.0|Non|Élevé|5.6
M0q|Bio-Arôme enrichi|Produit laitier|982.19|525||118027.22|3.07|1953.84|Non|Normal|3.53
M112|Premium-Fromage liquide|Produit laitier|355.5|566|SUPPLIER_7|214912.64|0.31|1875.0|Non|Normal|3.35
M308|Premium-Chocolat naturel|Produit laitier|81.92|197|SUPPLIER_27|15828.66|0.21|600.0|Oui|Faible|22.56
M012|Eco-Lait enrichi||893.3|365|SUPPLIER_83|35384.82|3.07|791.29|Oui|Normal|8.84
M248|Eco-Lait liquide|Produit laitier|365.62|421|SUPPLIER_1|160122.25|0.4|1356.0|Oui|Normal|7.81
M0q|Premium-Sirop en poudre|Produit laitier|911.45|461||113699.36|3.07|1953.84|Non|Normal|3.53
M2t|Ultra-Sirop en poudre|Produith|74.63|335||26861.26|0.11|961.12|Non|Normal|34.7
M420|Bio-Arôme liquide|Produit laitier|359.77|907|SUPPLIER_59|310516.64|0.23|2649.0|Oui|Élevé|3.92
M094|Super-Crème en poudre|Ingrédient|268.17|1098|SUPPLIER_8|268852.76|0.28|1089.8|Oui|Élevé|9.38
M491|Premium-Sirop enrichi|Ingrédient|149.86|773|SUPPLIER_38|102865.68|0.24|779.4|Non|Normal|6.53
M191|Ultra-Sel enrichi|Ingrédient|247.77|488|SUPPLIER_83|130327.77|0.56|579.8|Non|Normal|7.65
M105|Premium-Sirop naturel|Ingrédient|270.48|173|SUPPLIER_31|50072.52|1.69|229.6|Oui|Faible|14.02
M259|Ultra-Amidon naturel|Ingrédient|148.8|767|SUPPLIER_63|130289.64|0.19|951.0|Oui|Élevé|6.23
M015|Eco-Sirop liquide|Produit laitier|194.22|196|SUPPLIER_74|41027.54|0.46|726.0|Oui|Faible|6.3
M390|Bio-Crème naturel|Ingrédient|295.33|1028|SUPPLIER_26|268084.3|0.35|977.1|Oui|Élevé|11.16
M158|Super-Beurre liquide|Ingrédient|268.55|451|SUPPLIER_7|119837.36|0.47|731.9|Oui|Normal|3.89
M050|Super-Chocolat enrichi|Produit laitier|298.14|613|SUPPLIER_77|213509.69|0.24|2118.0|Oui|Normal|4.07
M076|Ultra-Fromage naturel||915.12|67|SUPPLIER_72|39259.85|1.49|2116.67|Non|Critique|1.83
M011|Bio-Beurre en poudre|Ingrédient|301.6|174|SUPPLIER_69|43108.88|1.83|249.9|Oui|Faible|10.29
M3p|Bio-Sel concentré||1016.18|375||3115.66|12.31|1839.67|Non|Normal|13.4
M168|Ultra-Crème liquide|Produitk|374.54|532|SUPPLIER_17|1226.26|5.74|717.5|Non|Normal|21.43
M074|Eco-Chocolat concentré|Ingrédient|197.73|388|SUPPLIER_46|64836.5|0.55|444.6|Oui|Normal|6.98
M0h|Super-Sucre naturel||337.34|472|SUPPLIER_25|38443.16|0.5|528.0|Non|Normal|3.97
M0q|Premium-Sirop naturel|Ingréy|211.08|867||2164.76|2.38|1812.85|Non|Élevé|11.24
M448|Bio-Lait naturel|Ingrédient|197.48|686|SUPPLIER_26|120783.95|0.31|785.2|Non|Normal|4.92
M058|Premium-Sirop enrichi|Produits|926.23|521|SUPPLIER_67|39309.86|3.07|1953.84|Oui|Normal|3.53
M375|Ultra-Crème liquide|Produit laitier|458.01|854|SUPPLIER_2|323185.85|0.29|2223.0|Non|Élevé|10.68
M225|Premium-Amidon liquide|Ingrédient|350.71|608|SUPPLIER_68|226411.67|0.54|759.7|Oui|Normal|21.48
M134|Super-Sirop naturel|Produit laitier|301.2|874|SUPPLIER_20|303170.9|0.17|2733.0|Oui|Élevé|20.55
M1a|Bio-Amidon enrichi||933.57|369||176.49|3.07|322.76|Non|Normal|5.29
M075|Super-Arôme enrichi|Produit laitier|291.76|664|SUPPLIER_8|175695.26|0.27|1752.0|Non|Normal|7.55
M451|Super-Beurre en poudre|Ingrédient|93.27|128|SUPPLIER_7|13196.77|0.83|253.1|Non|Faible|10.76
M101|Bio-Arôme liquide|Ingrédient|152.03|659|SUPPLIER_52|130215.25|0.19|949.4|Oui|Élevé|6.78
M290|Ultra-Amidon naturel|Ingrédient|462.4|402|SUPPLIER_50|210121.13|1.12|477.0|Non|Normal|22.38
M145|Ultra-Lait naturel|Produit laitier|888.21|394||196109.38|3.07|2153.16|Non|Normal|36.62
M096|Premium-Crème naturel|Ingrédient|399.2|293|SUPPLIER_7|93283.83|1.67|305.5|Non|Faible|12.41
M3j|Ultra-Arôme en poudre|Ingréh|957.62|430||203224.12|1.89|1494.15|Non|Normal|2.26
M273|Premium-Sel liquide|Produit laitier|152.66|649|SUPPLIER_52|133846.61|0.1|2532.0|Oui|Élevé|2.63
M076|Bio-Arôme liquide||927.49|58|SUPPLIER_72|38508.33|1.49|2116.67|Non|Critique|1.83
M472|Ultra-Sel naturel|Produit laitier|64.74|718|SUPPLIER_28|58580.38|0.04|2688.0|Oui|Élevé|8.9
M270|Ultra-Sel naturel|Ingrédient|913.07|665||36435.1|11.7|1841.67|Non|Élevé|12.75
M365|Premium-Sel naturel|Ingrédient|183.18|639|SUPPLIER_77|157689.56|0.26|968.4|Non|Élevé|3.34
M073|Bio-Sel concentré|Produit laitier|310.02|456|SUPPLIER_78|110957.44|0.37|1302.0|Non|Normal|3.3
M154|Bio-Sirop concentré|Ingrédient|112.33|587|SUPPLIER_45|72675.53|0.19|739.3|Non|Normal|7.16
M497|Super-Lait liquide|Ingrédient|439.39|1100|SUPPLIER_28|439106.51|0.48|1125.9|Oui|Élevé|6.03
M456|Eco-Sel concentré|Produit laitier|392.04|213|SUPPLIER_52|62273.83|1.02|699.0|Oui|Faible|4.73
M428|Super-Chocolat en poudre|Ingrédient|471.41|1081|SUPPLIER_31|410913.62|0.49|1160.9|Non|Élevé|3.09
M235|Ultra-Crème liquide|Produit laitier|64.99|884|SUPPLIER_38|50142.56|0.05|2370.0|Non|Élevé|2.68
M298|Eco-Sucre enrichi|Produit laitier|435.48|616|SUPPLIER_47|310448.08|0.28|2337.0|Non|Élevé|4.0
M398|Super-Sel en poudre||477.6|1082|SUPPLIER_6|38617.03|0.23|2795.67|Non|Élevé|0.75
M186|Bio-Amidon naturel|Ingrédient|74.25|1071|SUPPLIER_13|60795.43|0.08|1074.5|Oui|Élevé|4.45
M303|Premium-Fromage en poudre|Produit laitier|260.94|703|SUPPLIER_50|202041.51|0.14|2634.0|Oui|Élevé|10.58
M115|Eco-Beurre en poudre|Produit laitier|216.21|215|SUPPLIER_45|43536.97|0.62|711.0|Non|Faible|4.67
M111|Bio-Crème liquide|Ingrédient|85.46|259|SUPPLIER_41|17397.98|0.38|293.8|Oui|Faible|10.14
M408|Bio-Amidon liquide|Produit laitier|203.23|267|SUPPLIER_10|43338.22|0.38|876.0|Non|Faible|4.48
M381|Bio-Arôme enrichi|Ingrédient|274.91|284|SUPPLIER_80|100177.53|0.86|513.0|Oui|Normal|5.03
M420|Premium-Chocolat naturel|Ingrédient|453.2|862|SUPPLIER_6|334471.12|0.52|924.7|Oui|Élevé|21.21
M163|Premium-Crème liquide|Ingrédient|463.7|172|SUPPLIER_32|58264.89|3.04|249.5|Non|Faible|10.23
M226|Eco-Sucre en poudre|Produit laitier|313.7|959|SUPPLIER_3|252061.1|0.17|2811.0|Oui|Élevé|2.56
M211|Eco-Arôme naturel|Produit laitier|497.69|730|SUPPLIER_9|330094.07|0.38|1998.0|Oui|Normal|5.77
M040|Ultra-Crème enrichi|Produit laitier|282.7|385|SUPPLIER_48|126012.06|0.43|1224.0|Oui|Normal|3.86
M104|Premium-Arôme naturel|Ingrédient|322.85|705|SUPPLIER_34|196969.7|0.45|837.3|Oui|Normal|5.44
M261|Super-Amidon enrichi|Ingrédient|382.15|494|SUPPLIER_38|181301.33|0.67|665.7|Oui|Normal|5.86
M491|Eco-Amidon liquide|Ingrédient|152.13|885|SUPPLIER_66|112463.7|0.19|850.6|Oui|Élevé|11.34
M213|Ultra-Crème concentré|Ingrédient|449.37|468|SUPPLIER_40|308217.59|0.87|683.2|Non|Normal|7.3
M1g|Ultra-Crème concentré||866.42|907|SUPPLIER_82|33501.7|3.07|1529.71|Non|Élevé|3.53
M490|Ultra-Sucre naturel|Ingrédient|427.6|712|SUPPLIER_31|320854.54|0.51|996.7|Non|Élevé|3.75
M495|Eco-Beurre concentré|Produit laitier|78.75|205|SUPPLIER_32|15073.09|0.2|645.0|Non|Faible|8.09
M386|Ultra-Sel en poudre|Ingrédient|385.88|641|SUPPLIER_19|261826.79|0.49|876.2|Oui|Élevé|6.35
M405|Premium-Sirop concentré|Produit laitier|104.23|722|SUPPLIER_15|82104.9|0.08|2169.0|Oui|Élevé|10.7
M087|Bio-Sucre en poudre|Ingrédient|382.85|184|SUPPLIER_71|76057.79|1.88|286.2|Oui|Faible|9.21
M007|Premium-Sel liquide|Ingrédient|78.28|471|SUPPLIER_41|34084.68|0.18|482.5|Oui|Normal|22.35
M224|Eco-Sirop naturel|Produit laitier|520.44|731|SUPPLIER_24|428531.95|0.27|2643.0|Non|Élevé|10.57
M217|Premium-Arôme naturel|Ingrédient|50.04|582|SUPPLIER_32|28803.43|0.09|678.6|Non|Normal|8.4
M470|Super-Crème enrichi|Produit laitier|523.92|523|SUPPLIER_8|242813.78|0.54|1422.0|Oui|Normal|9.42
M178|Ultra-Sucre liquide|Produit laitier|143.15|584|SUPPLIER_32|71020.13|0.13|1599.0|Non|Normal|6.53
M149|Super-Crème concentré|Produit laitier|135.02|575|SUPPLIER_73|103950.3|0.1|2100.0|Non|Normal|9.06
M045|Super-Chocolat enrichi|Ingrédient|97.19|315|SUPPLIER_20|37287.48|0.32|408.9|Oui|Normal|11.28
M317|Ultra-Crème liquide|Ingrédient|428.33|930|SUPPLIER_12|407684.05|0.51|964.3|Non|Élevé|21.16
M175|Premium-Sirop enrichi|Produit laitier|187.35|912|SUPPLIER_62|168764.1|0.1|2781.0|Non|Élevé|3.89
M377|Ultra-Crème naturel|Ingrédient|295.4|862|SUPPLIER_29|271633.33|0.29|1076.4|Oui|Élevé|6.08
M068|Super-Sirop liquide|Ingrédient|360.24|974|SUPPLIER_23|321640.24|0.4|986.4|Oui|Élevé|9.49
M275|Ultra-Sucre enrichi||1005.17|503||10336.98|3.07|740.89|Non|Normal|86.62
M269|Super-Sucre liquide|Produit laitier|480.15|857|SUPPLIER_77|395717.62|0.24|2880.0|Non|Élevé|10.53
M101|Bio-Lait liquide|Produit laitier|66.92|151|SUPPLIER_66|10335.36|0.26|558.0|Oui|Faible|5.68
M068|Super-Arôme liquide|Produit laitier|192.76|849|SUPPLIER_73|139765.0|0.13|2304.0|Oui|Élevé|5.67
M158|Eco-Sirop concentré|Ingrédient|225.76|492|SUPPLIER_7|122135.34|0.47|731.9|Oui|Normal|3.89
M112|Eco-Sucre concentré|Produit laitier|328.35|524|SUPPLIER_7|198839.85|0.31|1875.0|Non|Normal|3.35
M300|Ultra-Sel naturel|Produit laitier|290.59|1045|SUPPLIER_20|265840.99|0.15|2841.0|Oui|Élevé|20.53
M317|Bio-Beurre enrichi|Ingrédient|394.61|479|SUPPLIER_35|254344.09|0.74|707.9|Non|Normal|6.7
M484|Premium-Beurre concentré|Produit laitier|214.82|960|SUPPLIER_75|177374.57|0.12|2754.0|Oui|Élevé|6.11
M244|Eco-Sucre naturel|Ingrédient|368.1|840|SUPPLIER_5|343516.98|0.41|1082.2|Oui|Élevé|4.44
M108|Super-Sucre en poudre|Ingrédient|476.02|352|SUPPLIER_35|161322.23|1.11|591.1|Non|Normal|4.49
M058|Premium-Arôme en poudre|Produits|1027.2|383|SUPPLIER_67|34748.76|3.07|1953.84|Oui|Normal|3.53
M007|Eco-Sel enrichi|Produit laitier|223.23|705|SUPPLIER_60|145791.56|0.17|2007.0|Oui|Normal|9.09
M117|Eco-Crème en poudre|Ingrédient|197.14|533|SUPPLIER_42|111539.98|0.36|658.6|Oui|Normal|10.1
M372|Super-Crème en poudre|Ingrédient|449.35|932|SUPPLIER_60|499242.19|0.49|1139.7|Non|Élevé|6.57
M064|Super-Amidon enrichi|Produit laitier|177.65|1040|SUPPLIER_74|177418.48|0.1|2907.0|Oui|Élevé|4.53
M456|Bio-Sucre naturel|Ingrét|993.7|504|SUPPLIER_31|33418.05|18.35|1827.17|Non|Normal|19.85
M2v|Premium-Amidon naturel||224.75|30|SUPPLIER_15|62643.51|0.7|1385.31|Non|Critique|3.53
M375|Ultra-Lait enrichi|Produit laitier|434.79|756|SUPPLIER_2|341080.97|0.29|2223.0|Non|Élevé|10.68
M158|Premium-Lait liquide|Produit laitier|72.24|328|SUPPLIER_65|29699.63|0.1|1101.0|Oui|Normal|21.38
M239|Super-Fromage liquide|Ingrédient|61.03|675|SUPPLIER_37|37269.9|0.11|705.2|Non|Normal|7.24
M365|Eco-Sucre concentré|Produit laitier|191.87|166|SUPPLIER_74|30437.61|0.65|537.0|Oui|Faible|7.25
M343|Super-Chocolat enrichi|Produit laitier|466.79|864|SUPPLIER_16|369783.33|0.24|2793.0|Non|Élevé|3.89
M058|Ultra-Sirop concentré|Produits|940.76|470|SUPPLIER_67|36894.59|3.07|1953.84|Oui|Normal|3.53
M375|Premium-Arôme enrichi|Produit laitier|461.91|823|SUPPLIER_2|336402.6|0.29|2223.0|Non|Élevé|10.68
M290|Bio-Amidon concentré|Ingrédient|434.19|494|SUPPLIER_50|211963.48|1.12|477.0|Non|Normal|22.38
M431|Super-Arôme enrichi|Ingrédient|59.37|672|SUPPLIER_68|40337.72|0.09|820.8|Oui|Normal|5.47
M177|Eco-Amidon liquide|Ingrédient|99.63|185|SUPPLIER_27|21407.29|0.46|360.9|Oui|Faible|7.07
M291|Bio-Chocolat en poudre|Produit laitier|160.17|95|SUPPLIER_39|35838.81|0.1|2658.67|Non|Critique|0.83
M135|Bio-Sirop concentré|Produit laitier|503.43|625|SUPPLIER_49|387039.07|0.35|2190.0|Oui|Élevé|7.37
M023|Bio-Fromage enrichi|Produit laitier|233.32|327|SUPPLIER_1|75489.74|0.33|1185.0|Oui|Normal|3.45
M154|Bio-Chocolat concentré|Produit laitier|187.22|403|SUPPLIER_65|67222.46|0.27|1134.0|Non|Normal|3.98
M153|Ultra-Lait liquide|Ingrég|460.76|502|SUPPLIER_1|3252.77|5.32|1842.67|Non|Normal|12.44
M248|Super-Beurre en poudre||268.17|448||1693.94|0.88|1953.84|Non|Normal|3.53
M1z|Eco-Sucre concentré||297.05|519|SUPPLIER_67|187612.64|1.06|746.29|Non|Normal|36.62
M230|Premium-Beurre naturel|Ingrédient|499.99|569|SUPPLIER_67|269516.06|0.74|721.9|Non|Normal|11.59
M091|Premium-Crème concentré|Ingrédient|86.37|486|SUPPLIER_55|34031.0|0.21|489.8|Non|Normal|12.39
M313|Premium-Sel liquide|Ingrédient|233.8|348|SUPPLIER_68|67638.18|0.74|407.2|Non|Normal|7.31
M163|Premium-Chocolat enrichi|Ingrédient|454.76|147|SUPPLIER_32|70131.67|3.04|249.5|Non|Faible|10.23
M247|Super-Chocolat liquide|Ingrédient|398.44|233|SUPPLIER_15|116131.98|1.4|334.0|Oui|Faible|23.45
M046|Ultra-Arôme liquide|Ingrédient|328.72|750|SUPPLIER_10|299181.02|0.34|998.4|Non|Élevé|21.12
M386|Bio-Sirop enrichi|Ingrédient|384.53|715|SUPPLIER_19|268077.83|0.49|876.2|Oui|Élevé|6.35
M051|Super-Amidon en poudre|Ingrédient|297.8|761|SUPPLIER_47|220922.3|0.36|953.8|Non|Élevé|3.82
