Equipment_ID,Equipment_Name,Category,Maintenance_Cycle,Location,Manufacturer,CO2_Emissions_kg,Energy_Consumption_kWh,Energy_Type,Maintenance_Frequency,Estimated_Lifetime_Years
E5722,Robot Emballeur,Mélange,Trimestriel,Usine Sousse,AgroTech Inc.,655.83,3866.71,Fioul,Annuel,25
E4397,Compresseur d'Air,Conditionnement,Trimestriel,Usine Tunis,RoboPack Inc.,695.59,1409.43,Solaire,Annuel,14
E8436,Système de Pesée,Nettoyage,Mensuel,Usine Sousse,PackEquip SARL,785.15,3699.22,Solaire,Annuel,18
E8124,Robot Emballeur,Conditionnement,Annuel,Usine Tunis,AgroTech Inc.,579.34,4397.63,Solaire,Mensuel,7
E7244,Chauffe-Eau Industriel,Nettoyage,Annuel,Usine Cenk,AgroTeq,661.5,3734.26,Électrique,Bimensuel,10
E5178,Convoyeur,Conditionnement,Mensuel,Atelier Principal,RoboPack Inc.,512.12,2805.4,Solaire,Bimensuel,13
E4217,Cuve de Stockage,Nettoyage,Trimestriel,Usine Tunis,CleanTech Solutions,272.88,4666.78,Électrique,Annuel,12
E3636,Convoyeur,Nettoyage,Bimensuel,Usine Cenk,RoboPack Inc.,129.01,3358.04,Fioul,Annuel,13
E1180,Compresseur d'Air,Conditionnement,Trimestriel,Atelier Principal,AgroTech Inc.,594.4,1302.54,Solaire,Bimensuel,6
E4773,Convoyeur,Mélange,Mensuel,Usine Cenk,PackEquip SARL,257.91,1310.92,Gaz Naturel,Trimestriel,23
E3885,Convoyeur,Mélange,Bimensuel,Atelier Principal,AgroTech Inc.,953.64,2830.95,Solaire,Trimestriel,10
E5229,Machine de Conditionnement,Conditionnement,Annuel,Usine Tunis,AgroTech Inc.,911.87,3952.03,Fioul,Trimestriel,23
E6494,Compresseur d'Air,Conditionnement,Mensuel,Atelier Principal,AgroTech Inc.,675.61,1354.34,Gaz Naturel,Annuel,5
E2879,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Usine Gabès,AgroTeq,896.41,2631.44,Gaz Naturel,Bimensuel,9
E4690,Machine de Conditionnement,Conditionnement,Mensuel,Usine Sousse,AgroTeq,820.26,1725.3,Électrique,Annuel,12
E1285,Chauffe-Eau Industriel,Embouteillage,Bimensuel,Usine Sousse,CleanTech Solutions,231.84,4640.48,Fioul,Mensuel,13
E8664,Mélangeur Industriel,Mélange,Trimestriel,Atelier Principal,RoboPack Inc.,125.66,1929.07,Électrique,Trimestriel,11
E9085,Système de Pesée,Nettoyage,Bimensuel,Usine Gabès,RoboPack Inc.,600.63,4085.77,Électrique,Trimestriel,22
E6879,Compresseur d'Air,Conditionnement,Trimestriel,Usine Gabès,CleanTech Solutions,441.13,3314.75,Solaire,Mensuel,10
E4453,Cuve de Stockage,Embouteillage,Annuel,Usine Gabès,RoboPack Inc.,678.52,3127.51,Électrique,Annuel,23
E6974,Convoyeur,Conditionnement,Annuel,Usine Tunis,AgroTeq,581.76,2855.95,Gaz Naturel,Mensuel,7
E9738,Machine de Conditionnement,Mélange,Mensuel,Usine Tunis,RoboPack Inc.,337.68,3615.65,Solaire,Bimensuel,18
E5879,Machine de Conditionnement,Nettoyage,Bimensuel,Usine Sousse,PackEquip SARL,336.84,2066.15,Fioul,Mensuel,15
E1482,Système de Pesée,Mélange,Bimensuel,Atelier Principal,AgroTech Inc.,568.55,3614.42,Gaz Naturel,Mensuel,8
E8594,Mélangeur Industriel,Conditionnement,Bimensuel,Usine Gabès,CleanTech Solutions,655.18,1428.87,Solaire,Bimensuel,17
E5007,Machine de Conditionnement,Mélange,Bimensuel,Usine Cenk,PackEquip SARL,352.59,3634.23,Fioul,Trimestriel,21
E9864,Machine de Conditionnement,Embouteillage,Bimensuel,Atelier Principal,PackEquip SARL,523.06,4587.52,Fioul,Trimestriel,23
E6383,Système de Pesée,Embouteillage,Mensuel,Usine Tunis,RoboPack Inc.,787.98,2359.72,Électrique,Trimestriel,24
E1853,Compresseur d'Air,Embouteillage,Mensuel,Atelier Principal,AgroTeq,517.4,1001.51,Fioul,Annuel,16
E3573,Convoyeur,Embouteillage,Bimensuel,Usine Sousse,AgroTech Inc.,203.22,1637.57,Gaz Naturel,Mensuel,7
E1103,Système de Pesée,Conditionnement,Annuel,Usine Cenk,RoboPack Inc.,725.14,2647.8,Fioul,Mensuel,9
E1736,Cuve de Stockage,Nettoyage,Trimestriel,Usine Tunis,RoboPack Inc.,258.21,3946.71,Électrique,Bimensuel,17
E9508,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Cenk,RoboPack Inc.,458.43,3812.34,Fioul,Trimestriel,16
E6378,Cuve de Stockage,Embouteillage,Bimensuel,Atelier Principal,AgroTech Inc.,624.86,3381.3,Fioul,Annuel,5
E5496,Système de Pesée,Mélange,Annuel,Usine Gabès,PackEquip SARL,650.69,3075.17,Électrique,Trimestriel,17
E7724,Compresseur d'Air,Stockage,Trimestriel,Usine Sousse,AgroTech Inc.,312.97,2290.78,Électrique,Trimestriel,9
E4024,Mélangeur Industriel,Embouteillage,Mensuel,Usine Gabès,PackEquip SARL,833.43,3181.02,Gaz Naturel,Trimestriel,19
E6398,Robot Emballeur,Conditionnement,Trimestriel,Usine Cenk,AgroTech Inc.,542.91,3174.18,Fioul,Trimestriel,16
E8217,Cuve de Stockage,Nettoyage,Annuel,Usine Sousse,AgroTech Inc.,914.08,1378.92,Fioul,Annuel,5
E2444,Mélangeur Industriel,Stockage,Trimestriel,Atelier Principal,AgroTeq,274.63,4452.8,Gaz Naturel,Trimestriel,21
E4231,Compresseur d'Air,Embouteillage,Annuel,Usine Sousse,AgroTech Inc.,615.07,2735.29,Gaz Naturel,Mensuel,19
E3452,Convoyeur,Conditionnement,Mensuel,Usine Cenk,RoboPack Inc.,198.76,2525.13,Fioul,Trimestriel,14
E3881,Robot Emballeur,Stockage,Trimestriel,Usine Cenk,CleanTech Solutions,599.8,1149.24,Fioul,Bimensuel,23
E7467,Cuve de Stockage,Nettoyage,Annuel,Usine Sousse,AgroTeq,513.08,3538.19,Gaz Naturel,Bimensuel,20
E4574,Robot Emballeur,Stockage,Trimestriel,Usine Cenk,RoboPack Inc.,934.01,3206.35,Solaire,Mensuel,16
E3257,Robot Emballeur,Nettoyage,Bimensuel,Usine Sousse,PackEquip SARL,334.15,2906.14,Fioul,Trimestriel,18
E9879,Chauffe-Eau Industriel,Stockage,Annuel,Usine Sousse,AgroTeq,302.23,4684.11,Gaz Naturel,Bimensuel,25
E6169,Système de Pesée,Nettoyage,Annuel,Usine Sousse,PackEquip SARL,975.03,4420.29,Gaz Naturel,Mensuel,5
E6242,Mélangeur Industriel,Nettoyage,Mensuel,Usine Gabès,PackEquip SARL,697.25,4040.91,Fioul,Trimestriel,11
E7156,Chauffe-Eau Industriel,Nettoyage,Bimensuel,Atelier Principal,AgroTech Inc.,909.15,1487.03,Électrique,Mensuel,5
E4942,Compresseur d'Air,Embouteillage,Bimensuel,Usine Gabès,RoboPack Inc.,662.27,1546.89,Fioul,Trimestriel,11
E4060,Robot Emballeur,Nettoyage,Mensuel,Usine Tunis,PackEquip SARL,778.58,2898.0,Gaz Naturel,Trimestriel,16
E9935,Mélangeur Industriel,Mélange,Mensuel,Usine Cenk,PackEquip SARL,748.49,3862.7,Gaz Naturel,Trimestriel,23
E4737,Système de Pesée,Stockage,Bimensuel,Usine Gabès,AgroTech Inc.,169.54,4241.29,Gaz Naturel,Annuel,12
E4394,Système de Pesée,Stockage,Bimensuel,Usine Cenk,RoboPack Inc.,102.27,4944.33,Gaz Naturel,Bimensuel,10
E7881,Chauffe-Eau Industriel,Conditionnement,Mensuel,Usine Cenk,RoboPack Inc.,885.83,2988.46,Fioul,Mensuel,12
E1555,Machine de Conditionnement,Conditionnement,Annuel,Usine Sousse,CleanTech Solutions,330.97,3774.15,Solaire,Bimensuel,18
E1873,Mélangeur Industriel,Conditionnement,Mensuel,Usine Sousse,RoboPack Inc.,375.3,4071.32,Gaz Naturel,Annuel,13
E7971,Cuve de Stockage,Mélange,Trimestriel,Usine Cenk,AgroTeq,153.91,4886.02,Électrique,Bimensuel,15
E1589,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Usine Sousse,PackEquip SARL,480.37,2508.17,Électrique,Mensuel,8
E2405,Mélangeur Industriel,Stockage,Annuel,Usine Sousse,AgroTeq,972.08,2871.99,Gaz Naturel,Trimestriel,7
E4749,Convoyeur,Stockage,Bimensuel,Usine Gabès,AgroTech Inc.,145.66,3782.18,Fioul,Bimensuel,24
E7203,Mélangeur Industriel,Mélange,Trimestriel,Usine Cenk,PackEquip SARL,845.6,2604.37,Électrique,Annuel,16
E3184,Machine de Conditionnement,Mélange,Trimestriel,Usine Gabès,AgroTeq,684.56,2494.56,Fioul,Trimestriel,14
E2256,Cuve de Stockage,Mélange,Trimestriel,Usine Sousse,AgroTech Inc.,566.49,2025.55,Fioul,Bimensuel,18
E3928,Système de Pesée,Embouteillage,Trimestriel,Usine Gabès,AgroTech Inc.,621.23,3930.66,Fioul,Bimensuel,13
E2608,Machine de Conditionnement,Conditionnement,Trimestriel,Usine Cenk,AgroTeq,345.58,4425.89,Gaz Naturel,Bimensuel,15
E8955,Mélangeur Industriel,Mélange,Trimestriel,Usine Tunis,AgroTech Inc.,433.76,3359.68,Fioul,Trimestriel,17
E1837,Mélangeur Industriel,Stockage,Trimestriel,Usine Tunis,AgroTech Inc.,971.92,1770.69,Fioul,Mensuel,13
E6245,Système de Pesée,Mélange,Trimestriel,Usine Cenk,RoboPack Inc.,480.94,3098.44,Solaire,Bimensuel,15
E1562,Machine de Conditionnement,Mélange,Annuel,Usine Cenk,AgroTech Inc.,770.54,1761.53,Électrique,Annuel,9
E6412,Système de Pesée,Stockage,Bimensuel,Usine Cenk,CleanTech Solutions,902.51,3357.64,Électrique,Bimensuel,23
E8785,Convoyeur,Nettoyage,Mensuel,Usine Gabès,AgroTech Inc.,884.23,4302.1,Solaire,Trimestriel,24
E9428,Robot Emballeur,Embouteillage,Bimensuel,Usine Tunis,PackEquip SARL,426.59,1489.76,Électrique,Bimensuel,15
E3758,Robot Emballeur,Embouteillage,Mensuel,Usine Tunis,PackEquip SARL,419.89,1241.79,Gaz Naturel,Mensuel,16
E1258,Compresseur d'Air,Nettoyage,Bimensuel,Atelier Principal,AgroTech Inc.,166.39,3082.14,Gaz Naturel,Trimestriel,14
E8852,Compresseur d'Air,Mélange,Bimensuel,Atelier Principal,AgroTech Inc.,933.95,4495.94,Électrique,Mensuel,10
E5467,Robot Emballeur,Stockage,Mensuel,Usine Sousse,AgroTeq,817.3,3778.9,Fioul,Bimensuel,25
E9521,Chauffe-Eau Industriel,Embouteillage,Mensuel,Usine Sousse,AgroTech Inc.,563.89,2032.47,Solaire,Mensuel,6
E2043,Cuve de Stockage,Nettoyage,Mensuel,Usine Tunis,CleanTech Solutions,867.22,3385.08,Gaz Naturel,Annuel,18
E3037,Mélangeur Industriel,Nettoyage,Annuel,Usine Cenk,CleanTech Solutions,701.09,3604.47,Électrique,Bimensuel,12
E7642,Cuve de Stockage,Stockage,Mensuel,Usine Cenk,CleanTech Solutions,609.93,3115.47,Électrique,Annuel,12
E7849,Machine de Conditionnement,Embouteillage,Mensuel,Usine Gabès,AgroTeq,734.58,2297.21,Solaire,Trimestriel,6
E1584,Mélangeur Industriel,Conditionnement,Mensuel,Atelier Principal,CleanTech Solutions,503.43,1797.51,Électrique,Annuel,8
E9280,Chauffe-Eau Industriel,Nettoyage,Trimestriel,Atelier Principal,RoboPack Inc.,140.88,2533.03,Fioul,Bimensuel,5
E5277,Système de Pesée,Nettoyage,Mensuel,Atelier Principal,CleanTech Solutions,299.52,3929.13,Solaire,Trimestriel,23
E7137,Robot Emballeur,Mélange,Mensuel,Atelier Principal,AgroTeq,733.44,3890.88,Fioul,Bimensuel,17
E3104,Compresseur d'Air,Embouteillage,Annuel,Usine Sousse,CleanTech Solutions,715.18,1518.66,Électrique,Annuel,19
E8852,Compresseur d'Air,Mélange,Trimestriel,Atelier Principal,AgroTech Inc.,694.88,4713.67,Gaz Naturel,Annuel,24
E5343,Cuve de Stockage,Stockage,Mensuel,Usine Sousse,AgroTeq,356.78,3605.31,Solaire,Mensuel,23
E6673,Machine de Conditionnement,Stockage,Mensuel,Usine Tunis,AgroTeq,592.05,3831.74,Gaz Naturel,Mensuel,23
E4355,Mélangeur Industriel,Mélange,Bimensuel,Usine Cenk,AgroTeq,258.0,2879.46,Électrique,Bimensuel,23
E2448,Robot Emballeur,Mélange,Bimensuel,Usine Tunis,PackEquip SARL,434.66,2311.79,Électrique,Bimensuel,18
E4109,Robot Emballeur,Stockage,Bimensuel,Usine Tunis,CleanTech Solutions,647.56,1429.52,Électrique,Annuel,22
E5552,Robot Emballeur,Stockage,Trimestriel,Usine Tunis,RoboPack Inc.,488.42,2685.66,Solaire,Trimestriel,9
E8868,Chauffe-Eau Industriel,Embouteillage,Bimensuel,Usine Sousse,PackEquip SARL,125.16,3046.9,Fioul,Annuel,24
E4589,Mélangeur Industriel,Conditionnement,Annuel,Atelier Principal,PackEquip SARL,860.1,3564.19,Solaire,Mensuel,24
E4902,Mélangeur Industriel,Stockage,Trimestriel,Usine Sousse,RoboPack Inc.,244.68,4496.49,Électrique,Mensuel,20
E7902,Robot Emballeur,Nettoyage,Bimensuel,Atelier Principal,CleanTech Solutions,404.49,1707.82,Solaire,Mensuel,25
E3999,Cuve de Stockage,Stockage,Trimestriel,Usine Tunis,AgroTech Inc.,675.15,2402.89,Gaz Naturel,Annuel,15
E6438,Chauffe-Eau Industriel,Mélange,Bimensuel,Usine Sousse,PackEquip SARL,902.23,2535.33,Électrique,Bimensuel,25
E2784,Compresseur d'Air,Stockage,Bimensuel,Usine Gabès,AgroTech Inc.,409.23,1227.11,Fioul,Trimestriel,17
E2138,Cuve de Stockage,Nettoyage,Bimensuel,Usine Tunis,AgroTech Inc.,767.87,1692.06,Gaz Naturel,Bimensuel,7
E2889,Machine de Conditionnement,Mélange,Bimensuel,Usine Cenk,RoboPack Inc.,681.06,4038.34,Solaire,Mensuel,10
E7556,Cuve de Stockage,Conditionnement,Annuel,Atelier Principal,AgroTeq,828.12,2886.59,Électrique,Mensuel,22
E5751,Compresseur d'Air,Stockage,Trimestriel,Usine Tunis,CleanTech Solutions,949.69,1469.14,Solaire,Bimensuel,6
E2919,Machine de Conditionnement,Stockage,Bimensuel,Usine Gabès,PackEquip SARL,197.97,1986.47,Solaire,Bimensuel,16
E6347,Chauffe-Eau Industriel,Conditionnement,Annuel,Usine Gabès,RoboPack Inc.,609.23,3060.14,Solaire,Annuel,20
E2733,Convoyeur,Mélange,Annuel,Usine Sousse,AgroTech Inc.,461.1,3384.82,Fioul,Bimensuel,22
E2312,Mélangeur Industriel,Nettoyage,Trimestriel,Atelier Principal,RoboPack Inc.,171.65,2923.96,Électrique,Trimestriel,24
E9022,Compresseur d'Air,Conditionnement,Mensuel,Usine Tunis,PackEquip SARL,638.95,2765.12,Solaire,Mensuel,9
E3789,Mélangeur Industriel,Stockage,Annuel,Usine Sousse,AgroTech Inc.,619.05,2808.43,Gaz Naturel,Bimensuel,20
E4201,Cuve de Stockage,Stockage,Trimestriel,Usine Gabès,PackEquip SARL,957.61,4057.87,Fioul,Bimensuel,23
E1163,Machine de Conditionnement,Embouteillage,Mensuel,Usine Gabès,AgroTeq,252.49,4799.97,Solaire,Bimensuel,18
E2183,Compresseur d'Air,Conditionnement,Bimensuel,Usine Sousse,CleanTech Solutions,685.76,2696.78,Électrique,Mensuel,20
E5038,Chauffe-Eau Industriel,Mélange,Bimensuel,Atelier Principal,CleanTech Solutions,788.55,3577.09,Gaz Naturel,Mensuel,5
E8131,Machine de Conditionnement,Stockage,Bimensuel,Usine Gabès,CleanTech Solutions,627.84,3696.32,Électrique,Bimensuel,23
E6810,Convoyeur,Mélange,Mensuel,Usine Cenk,AgroTech Inc.,925.0,3254.6,Solaire,Trimestriel,6
E5795,Robot Emballeur,Stockage,Trimestriel,Usine Sousse,RoboPack Inc.,323.41,1414.76,Fioul,Mensuel,25
E2563,Compresseur d'Air,Stockage,Bimensuel,Usine Sousse,AgroTech Inc.,958.89,1737.9,Électrique,Mensuel,23
E1747,Cuve de Stockage,Mélange,Annuel,Usine Sousse,PackEquip SARL,772.61,1533.6,Fioul,Annuel,12
E7109,Compresseur d'Air,Embouteillage,Annuel,Usine Sousse,AgroTeq,286.5,2880.89,Électrique,Trimestriel,11
E2960,Système de Pesée,Mélange,Annuel,Usine Tunis,AgroTeq,267.86,4668.82,Fioul,Bimensuel,5
E1900,Mélangeur Industriel,Conditionnement,Trimestriel,Usine Gabès,RoboPack Inc.,345.02,3872.27,Électrique,Bimensuel,11
E3643,Mélangeur Industriel,Stockage,Annuel,Atelier Principal,AgroTeq,995.21,4365.18,Solaire,Trimestriel,6
E7182,Cuve de Stockage,Nettoyage,Annuel,Usine Cenk,AgroTeq,881.06,3535.79,Fioul,Annuel,7
E5138,Cuve de Stockage,Embouteillage,Bimensuel,Usine Cenk,AgroTeq,401.05,3430.86,Électrique,Trimestriel,9
E4059,Cuve de Stockage,Mélange,Bimensuel,Usine Tunis,AgroTech Inc.,278.02,2049.33,Solaire,Annuel,6
E7473,Robot Emballeur,Conditionnement,Annuel,Usine Cenk,RoboPack Inc.,421.32,2949.69,Électrique,Bimensuel,21
E2418,Chauffe-Eau Industriel,Conditionnement,Mensuel,Usine Gabès,AgroTeq,901.44,2072.19,Gaz Naturel,Annuel,20
E9682,Convoyeur,Nettoyage,Annuel,Usine Cenk,RoboPack Inc.,446.64,3950.84,Électrique,Annuel,19
E7374,Convoyeur,Embouteillage,Mensuel,Atelier Principal,RoboPack Inc.,183.19,2319.7,Électrique,Bimensuel,17
E3804,Mélangeur Industriel,Stockage,Mensuel,Usine Gabès,CleanTech Solutions,250.93,2797.33,Électrique,Bimensuel,21
E9511,Robot Emballeur,Conditionnement,Trimestriel,Usine Tunis,AgroTech Inc.,458.52,2214.87,Solaire,Mensuel,5
E9370,Convoyeur,Conditionnement,Bimensuel,Usine Tunis,AgroTeq,770.2,1425.32,Gaz Naturel,Trimestriel,25
E9891,Mélangeur Industriel,Mélange,Bimensuel,Usine Cenk,AgroTeq,638.85,4790.79,Gaz Naturel,Bimensuel,6
E4922,Chauffe-Eau Industriel,Nettoyage,Trimestriel,Usine Sousse,PackEquip SARL,709.24,4096.63,Solaire,Trimestriel,15
E4768,Cuve de Stockage,Conditionnement,Annuel,Usine Sousse,AgroTeq,774.79,4752.83,Solaire,Trimestriel,25
E6576,Cuve de Stockage,Embouteillage,Trimestriel,Atelier Principal,RoboPack Inc.,403.45,2512.24,Fioul,Trimestriel,17
E3666,Chauffe-Eau Industriel,Conditionnement,Mensuel,Usine Sousse,AgroTech Inc.,116.88,2015.13,Solaire,Mensuel,6
E5859,Cuve de Stockage,Nettoyage,Trimestriel,Usine Tunis,AgroTeq,449.84,4185.75,Solaire,Trimestriel,23
E9240,Chauffe-Eau Industriel,Stockage,Bimensuel,Usine Gabès,AgroTech Inc.,864.95,4157.42,Solaire,Bimensuel,6
E5702,Cuve de Stockage,Nettoyage,Annuel,Usine Gabès,RoboPack Inc.,521.54,4116.37,Gaz Naturel,Mensuel,15
E9515,Robot Emballeur,Nettoyage,Annuel,Usine Sousse,RoboPack Inc.,781.5,1077.87,Électrique,Trimestriel,23
E8679,Mélangeur Industriel,Stockage,Bimensuel,Usine Sousse,CleanTech Solutions,145.05,2333.8,Solaire,Annuel,7
E2913,Système de Pesée,Embouteillage,Mensuel,Atelier Principal,AgroTeq,751.88,1651.76,Solaire,Bimensuel,9
E3692,Système de Pesée,Embouteillage,Annuel,Usine Gabès,CleanTech Solutions,648.17,3632.3,Gaz Naturel,Annuel,8
E8682,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Usine Gabès,AgroTech Inc.,277.82,1108.59,Solaire,Trimestriel,12
E5544,Convoyeur,Stockage,Mensuel,Usine Cenk,AgroTeq,181.37,2375.46,Gaz Naturel,Annuel,12
E8247,Chauffe-Eau Industriel,Stockage,Annuel,Usine Gabès,RoboPack Inc.,183.29,4629.43,Fioul,Mensuel,17
E8962,Mélangeur Industriel,Conditionnement,Trimestriel,Usine Sousse,PackEquip SARL,785.28,4855.2,Électrique,Mensuel,19
E4890,Convoyeur,Conditionnement,Annuel,Usine Sousse,PackEquip SARL,804.57,1197.88,Électrique,Bimensuel,24
E4010,Compresseur d'Air,Nettoyage,Annuel,Usine Sousse,AgroTech Inc.,641.57,4209.53,Gaz Naturel,Mensuel,20
E9157,Compresseur d'Air,Conditionnement,Mensuel,Usine Tunis,CleanTech Solutions,241.07,2913.61,Solaire,Annuel,21
E5891,Robot Emballeur,Embouteillage,Mensuel,Usine Cenk,AgroTeq,915.12,1014.55,Électrique,Bimensuel,7
E1969,Convoyeur,Mélange,Mensuel,Atelier Principal,PackEquip SARL,607.44,3464.11,Fioul,Trimestriel,18
E9456,Machine de Conditionnement,Conditionnement,Bimensuel,Usine Cenk,PackEquip SARL,838.51,1331.87,Fioul,Bimensuel,13
E5819,Machine de Conditionnement,Stockage,Mensuel,Usine Tunis,AgroTech Inc.,263.02,4662.98,Solaire,Bimensuel,13
E1564,Mélangeur Industriel,Stockage,Mensuel,Atelier Principal,PackEquip SARL,190.92,3698.57,Électrique,Bimensuel,8
E5678,Chauffe-Eau Industriel,Mélange,Mensuel,Usine Tunis,AgroTech Inc.,746.52,1954.82,Solaire,Annuel,21
E4733,Machine de Conditionnement,Stockage,Annuel,Usine Cenk,CleanTech Solutions,456.52,4347.52,Solaire,Annuel,12
E8563,Système de Pesée,Stockage,Trimestriel,Usine Sousse,PackEquip SARL,252.59,1814.99,Fioul,Mensuel,25
E6920,Chauffe-Eau Industriel,Stockage,Bimensuel,Usine Cenk,AgroTech Inc.,445.63,3613.8,Solaire,Trimestriel,25
E4889,Compresseur d'Air,Mélange,Bimensuel,Usine Gabès,CleanTech Solutions,603.74,2299.67,Gaz Naturel,Bimensuel,16
E3146,Cuve de Stockage,Stockage,Bimensuel,Usine Gabès,CleanTech Solutions,246.15,2613.8,Fioul,Trimestriel,22
E8794,Compresseur d'Air,Nettoyage,Trimestriel,Usine Sousse,PackEquip SARL,243.07,2350.08,Électrique,Trimestriel,7
E3110,Compresseur d'Air,Nettoyage,Mensuel,Usine Sousse,RoboPack Inc.,614.29,2337.71,Solaire,Mensuel,24
E3133,Chauffe-Eau Industriel,Conditionnement,Mensuel,Usine Tunis,RoboPack Inc.,935.33,2965.56,Électrique,Mensuel,22
E4052,Machine de Conditionnement,Embouteillage,Trimestriel,Usine Tunis,AgroTeq,508.73,2358.66,Solaire,Annuel,10
E7396,Robot Emballeur,Nettoyage,Bimensuel,Usine Sousse,PackEquip SARL,498.99,1843.44,Électrique,Mensuel,7
E3253,Système de Pesée,Conditionnement,Trimestriel,Atelier Principal,AgroTeq,906.32,2372.59,Électrique,Mensuel,11
E6070,Machine de Conditionnement,Conditionnement,Mensuel,Atelier Principal,PackEquip SARL,948.07,2099.47,Fioul,Mensuel,17
E6130,Chauffe-Eau Industriel,Mélange,Annuel,Usine Sousse,CleanTech Solutions,163.56,4674.25,Fioul,Trimestriel,21
E7110,Robot Emballeur,Stockage,Annuel,Usine Sousse,RoboPack Inc.,445.63,2209.33,Fioul,Bimensuel,20
E1235,Compresseur d'Air,Embouteillage,Annuel,Usine Sousse,AgroTech Inc.,496.06,4342.92,Fioul,Trimestriel,9
E6179,Compresseur d'Air,Mélange,Bimensuel,Atelier Principal,PackEquip SARL,624.9,3090.9,Gaz Naturel,Bimensuel,23
E4767,Système de Pesée,Nettoyage,Trimestriel,Usine Tunis,RoboPack Inc.,694.82,4291.02,Solaire,Trimestriel,19
E7159,Chauffe-Eau Industriel,Mélange,Trimestriel,Usine Sousse,AgroTeq,431.17,4228.16,Électrique,Bimensuel,23
E4412,Système de Pesée,Nettoyage,Annuel,Usine Sousse,CleanTech Solutions,739.47,3365.89,Électrique,Annuel,25
E2713,Robot Emballeur,Mélange,Bimensuel,Usine Sousse,AgroTeq,504.9,4368.01,Électrique,Trimestriel,24
E8269,Cuve de Stockage,Conditionnement,Trimestriel,Usine Sousse,AgroTech Inc.,414.61,4304.39,Fioul,Trimestriel,8
E3722,Robot Emballeur,Stockage,Trimestriel,Usine Tunis,AgroTech Inc.,166.44,4495.87,Gaz Naturel,Annuel,15
E9849,Compresseur d'Air,Conditionnement,Annuel,Usine Cenk,RoboPack Inc.,836.11,2985.74,Fioul,Mensuel,17
E2129,Machine de Conditionnement,Conditionnement,Trimestriel,Usine Sousse,CleanTech Solutions,474.26,2490.09,Électrique,Mensuel,6
E6932,Mélangeur Industriel,Conditionnement,Mensuel,Usine Cenk,AgroTech Inc.,828.25,2075.83,Électrique,Trimestriel,20
E7440,Machine de Conditionnement,Stockage,Mensuel,Atelier Principal,AgroTeq,215.68,4068.95,Fioul,Mensuel,10
E8541,Mélangeur Industriel,Embouteillage,Trimestriel,Atelier Principal,PackEquip SARL,984.41,2488.48,Gaz Naturel,Annuel,19
E4964,Compresseur d'Air,Embouteillage,Bimensuel,Usine Gabès,AgroTeq,356.99,3456.87,Solaire,Trimestriel,14
E6877,Machine de Conditionnement,Nettoyage,Mensuel,Usine Cenk,CleanTech Solutions,543.46,2758.14,Fioul,Mensuel,8
E6686,Cuve de Stockage,Conditionnement,Annuel,Usine Cenk,PackEquip SARL,649.46,1556.9,Électrique,Bimensuel,17
E8460,Chauffe-Eau Industriel,Stockage,Trimestriel,Usine Tunis,AgroTech Inc.,815.14,1506.6,Électrique,Annuel,6
E4426,Chauffe-Eau Industriel,Nettoyage,Bimensuel,Atelier Principal,PackEquip SARL,402.6,2619.61,Gaz Naturel,Bimensuel,5
E4543,Système de Pesée,Nettoyage,Mensuel,Usine Sousse,PackEquip SARL,620.35,2237.51,Électrique,Trimestriel,19
E1923,Compresseur d'Air,Conditionnement,Trimestriel,Atelier Principal,PackEquip SARL,242.61,3572.85,Fioul,Mensuel,20
E2875,Système de Pesée,Stockage,Mensuel,Usine Tunis,RoboPack Inc.,174.18,3402.18,Fioul,Mensuel,5
E8487,Système de Pesée,Stockage,Mensuel,Usine Cenk,AgroTeq,322.12,2298.93,Gaz Naturel,Annuel,24
E1854,Mélangeur Industriel,Mélange,Trimestriel,Atelier Principal,RoboPack Inc.,981.3,4943.0,Électrique,Bimensuel,15
E7392,Convoyeur,Conditionnement,Trimestriel,Usine Gabès,AgroTech Inc.,365.89,2758.89,Solaire,Trimestriel,22
E7965,Convoyeur,Embouteillage,Trimestriel,Usine Sousse,AgroTeq,886.7,4389.16,Fioul,Trimestriel,25
E6342,Machine de Conditionnement,Conditionnement,Bimensuel,Usine Tunis,AgroTeq,286.33,4832.66,Solaire,Trimestriel,14
E6256,Compresseur d'Air,Nettoyage,Mensuel,Atelier Principal,PackEquip SARL,578.07,1557.52,Solaire,Mensuel,10
E1065,Robot Emballeur,Stockage,Annuel,Usine Cenk,AgroTech Inc.,590.14,4202.84,Électrique,Annuel,5
E6583,Robot Emballeur,Nettoyage,Annuel,Usine Tunis,PackEquip SARL,873.74,1926.66,Solaire,Annuel,7
